phrog_id	color	annot	category
phrog_36180	#c9c9c9	NA	unknown function
phrog_36181	#c9c9c9	NA	unknown function
phrog_36182	#c9c9c9	NA	unknown function
phrog_36183	#c9c9c9	NA	unknown function
phrog_36184	#c9c9c9	NA	unknown function
phrog_36185	#c9c9c9	NA	unknown function
phrog_36186	#c9c9c9	NA	unknown function
phrog_36187	#c9c9c9	NA	unknown function
phrog_36188	#c9c9c9	NA	unknown function
phrog_36189	#c9c9c9	NA	unknown function
phrog_36190	#c9c9c9	NA	unknown function
phrog_36191	#c9c9c9	NA	unknown function
phrog_36192	#c9c9c9	NA	unknown function
phrog_36193	#c9c9c9	NA	unknown function
phrog_36194	#c9c9c9	NA	unknown function
phrog_36195	#c9c9c9	NA	unknown function
phrog_36196	#c9c9c9	NA	unknown function
phrog_36197	#c9c9c9	NA	unknown function
phrog_36198	#c9c9c9	NA	unknown function
phrog_36199	#c9c9c9	NA	unknown function
phrog_36200	#c9c9c9	NA	unknown function
phrog_36201	#c9c9c9	NA	unknown function
phrog_36202	#c9c9c9	NA	unknown function
phrog_36203	#c9c9c9	NA	unknown function
phrog_36204	#c9c9c9	NA	unknown function
phrog_36205	#c9c9c9	NA	unknown function
phrog_36206	#c9c9c9	NA	unknown function
phrog_36207	#c9c9c9	NA	unknown function
phrog_36208	#c9c9c9	NA	unknown function
phrog_36209	#f35f49	holin	lysis
phrog_36210	#c9c9c9	NA	unknown function
phrog_36211	#3e83f6	head maturation protease	head and packaging
phrog_36212	#c9c9c9	NA	unknown function
phrog_36213	#c9c9c9	NA	unknown function
phrog_36214	#c9c9c9	NA	unknown function
phrog_36215	#c9c9c9	NA	unknown function
phrog_36216	#c9c9c9	NA	unknown function
phrog_36217	#c9c9c9	NA	unknown function
phrog_36218	#c9c9c9	NA	unknown function
phrog_36219	#c9c9c9	NA	unknown function
phrog_36220	#c9c9c9	NA	unknown function
phrog_36221	#c9c9c9	NA	unknown function
phrog_36222	#c9c9c9	NA	unknown function
phrog_36223	#c9c9c9	NA	unknown function
phrog_36224	#c9c9c9	NA	unknown function
phrog_36225	#a861e3	transcriptional regulator	transcription regulation
phrog_36226	#c9c9c9	NA	unknown function
phrog_36227	#c9c9c9	NA	unknown function
phrog_36228	#c9c9c9	NA	unknown function
phrog_36229	#c9c9c9	NA	unknown function
phrog_36230	#c9c9c9	NA	unknown function
phrog_36231	#c9c9c9	NA	unknown function
phrog_36232	#c9c9c9	NA	unknown function
phrog_36233	#c9c9c9	NA	unknown function
phrog_36234	#c9c9c9	NA	unknown function
phrog_36235	#c9c9c9	NA	unknown function
phrog_36236	#c9c9c9	NA	unknown function
phrog_36237	#c9c9c9	NA	unknown function
phrog_36238	#c9c9c9	NA	unknown function
phrog_36239	#c9c9c9	NA	unknown function
phrog_36240	#c9c9c9	NA	unknown function
phrog_36241	#c9c9c9	NA	unknown function
phrog_36242	#c9c9c9	NA	unknown function
phrog_36243	#c9c9c9	NA	unknown function
phrog_36244	#c9c9c9	NA	unknown function
phrog_36245	#c9c9c9	NA	unknown function
phrog_36246	#c9c9c9	NA	unknown function
phrog_36247	#c9c9c9	NA	unknown function
phrog_36248	#c9c9c9	NA	unknown function
phrog_36249	#c9c9c9	NA	unknown function
phrog_36250	#c9c9c9	NA	unknown function
phrog_36251	#c9c9c9	NA	unknown function
phrog_36252	#c9c9c9	NA	unknown function
phrog_36253	#c9c9c9	NA	unknown function
phrog_36254	#c9c9c9	NA	unknown function
phrog_36255	#c9c9c9	NA	unknown function
phrog_36256	#c9c9c9	NA	unknown function
phrog_36257	#c9c9c9	NA	unknown function
phrog_36258	#c9c9c9	NA	unknown function
phrog_36259	#c9c9c9	NA	unknown function
phrog_36260	#07e9a2	tail fiber protein	tail
phrog_36261	#c9c9c9	NA	unknown function
phrog_36262	#c9c9c9	NA	unknown function
phrog_36263	#c9c9c9	NA	unknown function
phrog_36264	#c9c9c9	NA	unknown function
phrog_36265	#c9c9c9	NA	unknown function
phrog_36266	#c9c9c9	NA	unknown function
phrog_36267	#838383	DNA methyltransferase	other
phrog_36268	#c9c9c9	NA	unknown function
phrog_36269	#c9c9c9	NA	unknown function
phrog_36270	#838383	acetyltransferase	other
phrog_36271	#c9c9c9	NA	unknown function
phrog_36272	#c9c9c9	NA	unknown function
phrog_36273	#c9c9c9	NA	unknown function
phrog_36274	#c9c9c9	NA	unknown function
phrog_36275	#c9c9c9	NA	unknown function
phrog_36276	#c9c9c9	NA	unknown function
phrog_36277	#c9c9c9	NA	unknown function
phrog_36278	#c9c9c9	NA	unknown function
phrog_36279	#c9c9c9	NA	unknown function
phrog_36280	#c9c9c9	NA	unknown function
phrog_36281	#c9c9c9	NA	unknown function
phrog_36282	#c9c9c9	NA	unknown function
phrog_36283	#c9c9c9	NA	unknown function
phrog_36284	#c9c9c9	NA	unknown function
phrog_36285	#c9c9c9	NA	unknown function
phrog_36286	#c9c9c9	NA	unknown function
phrog_36287	#c9c9c9	NA	unknown function
phrog_36288	#c9c9c9	NA	unknown function
phrog_36289	#c9c9c9	NA	unknown function
phrog_36290	#c9c9c9	NA	unknown function
phrog_36291	#c9c9c9	NA	unknown function
phrog_36292	#c9c9c9	NA	unknown function
phrog_36293	#c9c9c9	NA	unknown function
phrog_36294	#c9c9c9	NA	unknown function
phrog_36295	#c9c9c9	NA	unknown function
phrog_36296	#c9c9c9	NA	unknown function
phrog_36297	#c9c9c9	NA	unknown function
phrog_36298	#c9c9c9	NA	unknown function
phrog_36299	#c9c9c9	NA	unknown function
phrog_36300	#3e83f6	virion structural protein	head and packaging
phrog_36301	#c9c9c9	NA	unknown function
phrog_36302	#c9c9c9	NA	unknown function
phrog_36303	#c9c9c9	NA	unknown function
phrog_36304	#c9c9c9	NA	unknown function
phrog_36305	#c9c9c9	NA	unknown function
phrog_36306	#c9c9c9	NA	unknown function
phrog_36307	#3e83f6	head scaffolding protein	head and packaging
phrog_36308	#c9c9c9	NA	unknown function
phrog_36309	#c9c9c9	NA	unknown function
phrog_36310	#c9c9c9	NA	unknown function
phrog_36311	#c9c9c9	NA	unknown function
phrog_36312	#c9c9c9	NA	unknown function
phrog_36313	#c9c9c9	NA	unknown function
phrog_36314	#c9c9c9	NA	unknown function
phrog_36315	#c9c9c9	NA	unknown function
phrog_36316	#c9c9c9	NA	unknown function
phrog_36317	#c9c9c9	NA	unknown function
phrog_36318	#c9c9c9	NA	unknown function
phrog_36319	#c9c9c9	NA	unknown function
phrog_36320	#c9c9c9	NA	unknown function
phrog_36321	#c9c9c9	NA	unknown function
phrog_36322	#c9c9c9	NA	unknown function
phrog_36323	#c9c9c9	NA	unknown function
phrog_36324	#c9c9c9	NA	unknown function
phrog_36325	#c9c9c9	NA	unknown function
phrog_36326	#c9c9c9	NA	unknown function
phrog_36327	#c9c9c9	NA	unknown function
phrog_36328	#c9c9c9	NA	unknown function
phrog_36329	#c9c9c9	NA	unknown function
phrog_36330	#c9c9c9	NA	unknown function
phrog_36331	#c9c9c9	NA	unknown function
phrog_36332	#c9c9c9	NA	unknown function
phrog_36333	#c9c9c9	NA	unknown function
phrog_36334	#c9c9c9	NA	unknown function
phrog_36335	#c9c9c9	NA	unknown function
phrog_36336	#c9c9c9	NA	unknown function
phrog_36337	#c9c9c9	NA	unknown function
phrog_36338	#c9c9c9	NA	unknown function
phrog_36339	#c9c9c9	NA	unknown function
phrog_36340	#c9c9c9	NA	unknown function
phrog_36341	#c9c9c9	NA	unknown function
phrog_36342	#c9c9c9	NA	unknown function
phrog_36343	#c9c9c9	NA	unknown function
phrog_36344	#c9c9c9	NA	unknown function
phrog_36345	#c9c9c9	NA	unknown function
phrog_36346	#c9c9c9	NA	unknown function
phrog_36347	#c9c9c9	NA	unknown function
phrog_36348	#c9c9c9	NA	unknown function
phrog_36349	#c9c9c9	NA	unknown function
phrog_36350	#c9c9c9	NA	unknown function
phrog_36351	#c9c9c9	NA	unknown function
phrog_36352	#c9c9c9	NA	unknown function
phrog_36353	#3e83f6	virion structural protein	head and packaging
phrog_36354	#c9c9c9	NA	unknown function
phrog_36355	#c9c9c9	NA	unknown function
phrog_36356	#c9c9c9	NA	unknown function
phrog_36357	#c9c9c9	NA	unknown function
phrog_36358	#c9c9c9	NA	unknown function
phrog_36359	#c9c9c9	NA	unknown function
phrog_36360	#c9c9c9	NA	unknown function
phrog_36361	#c9c9c9	NA	unknown function
phrog_36362	#c9c9c9	NA	unknown function
phrog_36363	#c9c9c9	NA	unknown function
phrog_36364	#c9c9c9	NA	unknown function
phrog_36365	#c9c9c9	NA	unknown function
phrog_36366	#c9c9c9	NA	unknown function
phrog_36367	#c9c9c9	NA	unknown function
phrog_36368	#c9c9c9	NA	unknown function
phrog_36369	#c9c9c9	NA	unknown function
phrog_36370	#c9c9c9	NA	unknown function
phrog_36371	#c9c9c9	NA	unknown function
phrog_36372	#c9c9c9	NA	unknown function
phrog_36373	#c9c9c9	NA	unknown function
phrog_36374	#c9c9c9	NA	unknown function
phrog_36375	#c9c9c9	NA	unknown function
phrog_36376	#c9c9c9	NA	unknown function
phrog_36377	#c9c9c9	NA	unknown function
phrog_36378	#c9c9c9	NA	unknown function
phrog_36379	#c9c9c9	NA	unknown function
phrog_36380	#c9c9c9	NA	unknown function
phrog_36381	#c9c9c9	NA	unknown function
phrog_36382	#c9c9c9	NA	unknown function
phrog_36383	#c9c9c9	NA	unknown function
phrog_36384	#c9c9c9	NA	unknown function
phrog_36385	#c9c9c9	NA	unknown function
phrog_36386	#c9c9c9	NA	unknown function
phrog_36387	#c9c9c9	NA	unknown function
phrog_36388	#c9c9c9	NA	unknown function
phrog_36389	#c9c9c9	NA	unknown function
phrog_36390	#07e9a2	tail spike protein	tail
phrog_36391	#c9c9c9	NA	unknown function
phrog_36392	#c9c9c9	NA	unknown function
phrog_36393	#c9c9c9	NA	unknown function
phrog_36394	#c9c9c9	NA	unknown function
phrog_36395	#c9c9c9	NA	unknown function
phrog_36396	#c9c9c9	NA	unknown function
phrog_36397	#c9c9c9	NA	unknown function
phrog_36398	#c9c9c9	NA	unknown function
phrog_36399	#c9c9c9	NA	unknown function
phrog_36400	#c9c9c9	NA	unknown function
phrog_36401	#c9c9c9	NA	unknown function
phrog_36402	#c9c9c9	NA	unknown function
phrog_36403	#c9c9c9	NA	unknown function
phrog_36404	#c9c9c9	NA	unknown function
phrog_36405	#c9c9c9	NA	unknown function
phrog_36406	#c9c9c9	NA	unknown function
phrog_36407	#c9c9c9	NA	unknown function
phrog_36408	#c9c9c9	NA	unknown function
phrog_36409	#c9c9c9	NA	unknown function
phrog_36410	#c9c9c9	NA	unknown function
phrog_36411	#c9c9c9	NA	unknown function
phrog_36412	#c9c9c9	NA	unknown function
phrog_36413	#c9c9c9	NA	unknown function
phrog_36414	#c9c9c9	NA	unknown function
phrog_36415	#c9c9c9	NA	unknown function
phrog_36416	#c9c9c9	NA	unknown function
phrog_36417	#c9c9c9	NA	unknown function
phrog_36418	#c9c9c9	NA	unknown function
phrog_36419	#c9c9c9	NA	unknown function
phrog_36420	#c9c9c9	NA	unknown function
phrog_36421	#c9c9c9	NA	unknown function
phrog_36422	#c9c9c9	NA	unknown function
phrog_36423	#c9c9c9	NA	unknown function
phrog_36424	#c9c9c9	NA	unknown function
phrog_36425	#c9c9c9	NA	unknown function
phrog_36426	#c9c9c9	NA	unknown function
phrog_36427	#c9c9c9	NA	unknown function
phrog_36428	#c9c9c9	NA	unknown function
phrog_36429	#c9c9c9	NA	unknown function
phrog_36430	#c9c9c9	NA	unknown function
phrog_36431	#c9c9c9	NA	unknown function
phrog_36432	#c9c9c9	NA	unknown function
phrog_36433	#c9c9c9	NA	unknown function
phrog_36434	#c9c9c9	NA	unknown function
phrog_36435	#c9c9c9	NA	unknown function
phrog_36436	#c9c9c9	NA	unknown function
phrog_36437	#c9c9c9	NA	unknown function
phrog_36438	#c9c9c9	NA	unknown function
phrog_36439	#c9c9c9	NA	unknown function
phrog_36440	#c9c9c9	NA	unknown function
phrog_36441	#c9c9c9	NA	unknown function
phrog_36442	#c9c9c9	NA	unknown function
phrog_36443	#c9c9c9	NA	unknown function
phrog_36444	#c9c9c9	NA	unknown function
phrog_36445	#c9c9c9	NA	unknown function
phrog_36446	#c9c9c9	NA	unknown function
phrog_36447	#c9c9c9	NA	unknown function
phrog_36448	#c9c9c9	NA	unknown function
phrog_36449	#c9c9c9	NA	unknown function
phrog_36450	#c9c9c9	NA	unknown function
phrog_36451	#c9c9c9	NA	unknown function
phrog_36452	#c9c9c9	NA	unknown function
phrog_36453	#c9c9c9	NA	unknown function
phrog_36454	#c9c9c9	NA	unknown function
phrog_36455	#c9c9c9	NA	unknown function
phrog_36456	#c9c9c9	NA	unknown function
phrog_36457	#c9c9c9	NA	unknown function
phrog_36458	#c9c9c9	NA	unknown function
phrog_36459	#c9c9c9	NA	unknown function
phrog_36460	#c9c9c9	NA	unknown function
phrog_36461	#c9c9c9	NA	unknown function
phrog_36462	#c9c9c9	NA	unknown function
phrog_36463	#c9c9c9	NA	unknown function
phrog_36464	#c9c9c9	NA	unknown function
phrog_36465	#c9c9c9	NA	unknown function
phrog_36466	#c9c9c9	NA	unknown function
phrog_36467	#c9c9c9	NA	unknown function
phrog_36468	#c9c9c9	NA	unknown function
phrog_36469	#c9c9c9	NA	unknown function
phrog_36470	#c9c9c9	NA	unknown function
phrog_36471	#c9c9c9	NA	unknown function
phrog_36472	#c9c9c9	NA	unknown function
phrog_36473	#c9c9c9	NA	unknown function
phrog_36474	#c9c9c9	NA	unknown function
phrog_36475	#c9c9c9	NA	unknown function
phrog_36476	#c9c9c9	NA	unknown function
phrog_36477	#c9c9c9	NA	unknown function
phrog_36478	#c9c9c9	NA	unknown function
phrog_36479	#c9c9c9	NA	unknown function
phrog_36480	#c9c9c9	NA	unknown function
phrog_36481	#c9c9c9	NA	unknown function
phrog_36482	#c9c9c9	NA	unknown function
phrog_36483	#c9c9c9	NA	unknown function
phrog_36484	#c9c9c9	NA	unknown function
phrog_36485	#c9c9c9	NA	unknown function
phrog_36486	#c9c9c9	NA	unknown function
phrog_36487	#c9c9c9	NA	unknown function
phrog_36488	#c9c9c9	NA	unknown function
phrog_36489	#c9c9c9	NA	unknown function
phrog_36490	#c9c9c9	NA	unknown function
phrog_36491	#c9c9c9	NA	unknown function
phrog_36492	#c9c9c9	NA	unknown function
phrog_36493	#c9c9c9	NA	unknown function
phrog_36494	#c9c9c9	NA	unknown function
phrog_36495	#c9c9c9	NA	unknown function
phrog_36496	#c9c9c9	NA	unknown function
phrog_36497	#c9c9c9	NA	unknown function
phrog_36498	#c9c9c9	NA	unknown function
phrog_36499	#c9c9c9	NA	unknown function
phrog_36500	#c9c9c9	NA	unknown function
phrog_36501	#c9c9c9	NA	unknown function
phrog_36502	#c9c9c9	NA	unknown function
phrog_36503	#c9c9c9	NA	unknown function
phrog_36504	#c9c9c9	NA	unknown function
phrog_36505	#c9c9c9	NA	unknown function
phrog_36506	#ffdf59	thymidylate synthase	DNA, RNA and nucleotide metabolism
phrog_36507	#c9c9c9	NA	unknown function
phrog_36508	#c9c9c9	NA	unknown function
phrog_36509	#ffdf59	DNA primase	DNA, RNA and nucleotide metabolism
phrog_36510	#c9c9c9	NA	unknown function
phrog_36511	#c9c9c9	NA	unknown function
phrog_36512	#c9c9c9	NA	unknown function
phrog_36513	#c9c9c9	NA	unknown function
phrog_36514	#c9c9c9	NA	unknown function
phrog_36515	#c9c9c9	NA	unknown function
phrog_36516	#c9c9c9	NA	unknown function
phrog_36517	#c9c9c9	NA	unknown function
phrog_36518	#c9c9c9	NA	unknown function
phrog_36519	#c9c9c9	NA	unknown function
phrog_36520	#c9c9c9	NA	unknown function
phrog_36521	#c9c9c9	NA	unknown function
phrog_36522	#c9c9c9	NA	unknown function
phrog_36523	#c9c9c9	NA	unknown function
phrog_36524	#c9c9c9	NA	unknown function
phrog_36525	#c9c9c9	NA	unknown function
phrog_36526	#c9c9c9	NA	unknown function
phrog_36527	#c9c9c9	NA	unknown function
phrog_36528	#c9c9c9	NA	unknown function
phrog_36529	#c9c9c9	NA	unknown function
phrog_36530	#c9c9c9	NA	unknown function
phrog_36531	#c9c9c9	NA	unknown function
phrog_36532	#c9c9c9	NA	unknown function
phrog_36533	#c9c9c9	NA	unknown function
phrog_36534	#c9c9c9	NA	unknown function
phrog_36535	#c9c9c9	NA	unknown function
phrog_36536	#c9c9c9	NA	unknown function
phrog_36537	#c9c9c9	NA	unknown function
phrog_36538	#c9c9c9	NA	unknown function
phrog_36539	#c9c9c9	NA	unknown function
phrog_36540	#c9c9c9	NA	unknown function
phrog_36541	#c9c9c9	NA	unknown function
phrog_36542	#c9c9c9	NA	unknown function
phrog_36543	#c9c9c9	NA	unknown function
phrog_36544	#c9c9c9	NA	unknown function
phrog_36545	#c9c9c9	NA	unknown function
phrog_36546	#c9c9c9	NA	unknown function
phrog_36547	#c9c9c9	NA	unknown function
phrog_36548	#c9c9c9	NA	unknown function
phrog_36549	#c9c9c9	NA	unknown function
phrog_36550	#c9c9c9	NA	unknown function
phrog_36551	#c9c9c9	NA	unknown function
phrog_36552	#c9c9c9	NA	unknown function
phrog_36553	#c9c9c9	NA	unknown function
phrog_36554	#c9c9c9	NA	unknown function
phrog_36555	#ffdf59	ribonucleotide reductase	DNA, RNA and nucleotide metabolism
phrog_36556	#c9c9c9	NA	unknown function
phrog_36557	#c9c9c9	NA	unknown function
phrog_36558	#c9c9c9	NA	unknown function
phrog_36559	#c9c9c9	NA	unknown function
phrog_36560	#c9c9c9	NA	unknown function
phrog_36561	#c9c9c9	NA	unknown function
phrog_36562	#fea328	transposase	integration and excision
phrog_36563	#c9c9c9	NA	unknown function
phrog_36564	#c9c9c9	NA	unknown function
phrog_36565	#c9c9c9	NA	unknown function
phrog_36566	#c9c9c9	NA	unknown function
phrog_36567	#c9c9c9	NA	unknown function
phrog_36568	#c9c9c9	NA	unknown function
phrog_36569	#c9c9c9	NA	unknown function
phrog_36570	#c9c9c9	NA	unknown function
phrog_36571	#c9c9c9	NA	unknown function
phrog_36572	#c9c9c9	NA	unknown function
phrog_36573	#c9c9c9	NA	unknown function
phrog_36574	#c9c9c9	NA	unknown function
phrog_36575	#c9c9c9	NA	unknown function
phrog_36576	#c9c9c9	NA	unknown function
phrog_36577	#c9c9c9	NA	unknown function
phrog_36578	#c9c9c9	NA	unknown function
phrog_36579	#c9c9c9	NA	unknown function
phrog_36580	#c9c9c9	NA	unknown function
phrog_36581	#c9c9c9	NA	unknown function
phrog_36582	#c9c9c9	NA	unknown function
phrog_36583	#c9c9c9	NA	unknown function
phrog_36584	#c9c9c9	NA	unknown function
phrog_36585	#c9c9c9	NA	unknown function
phrog_36586	#c9c9c9	NA	unknown function
phrog_36587	#c9c9c9	NA	unknown function
phrog_36588	#c9c9c9	NA	unknown function
phrog_36589	#c9c9c9	NA	unknown function
phrog_36590	#c9c9c9	NA	unknown function
phrog_36591	#c9c9c9	NA	unknown function
phrog_36592	#c9c9c9	NA	unknown function
phrog_36593	#c9c9c9	NA	unknown function
phrog_36594	#c9c9c9	NA	unknown function
phrog_36595	#c9c9c9	NA	unknown function
phrog_36596	#c9c9c9	NA	unknown function
phrog_36597	#c9c9c9	NA	unknown function
phrog_36598	#c9c9c9	NA	unknown function
phrog_36599	#c9c9c9	NA	unknown function
phrog_36600	#c9c9c9	NA	unknown function
phrog_36601	#07e9a2	tail fiber protein	tail
phrog_36602	#c9c9c9	NA	unknown function
phrog_36603	#c9c9c9	NA	unknown function
phrog_36604	#c9c9c9	NA	unknown function
phrog_36605	#c9c9c9	NA	unknown function
phrog_36606	#c9c9c9	NA	unknown function
phrog_36607	#c9c9c9	NA	unknown function
phrog_36608	#c9c9c9	NA	unknown function
phrog_36609	#c9c9c9	NA	unknown function
phrog_36610	#c9c9c9	NA	unknown function
phrog_36611	#c9c9c9	NA	unknown function
phrog_36612	#c9c9c9	NA	unknown function
phrog_36613	#c9c9c9	NA	unknown function
phrog_36614	#c9c9c9	NA	unknown function
phrog_36615	#c9c9c9	NA	unknown function
phrog_36616	#c9c9c9	NA	unknown function
phrog_36617	#c9c9c9	NA	unknown function
phrog_36618	#c9c9c9	NA	unknown function
phrog_36619	#c9c9c9	NA	unknown function
phrog_36620	#c9c9c9	NA	unknown function
phrog_36621	#c9c9c9	NA	unknown function
phrog_36622	#c9c9c9	NA	unknown function
phrog_36623	#c9c9c9	NA	unknown function
phrog_36624	#c9c9c9	NA	unknown function
phrog_36625	#c9c9c9	NA	unknown function
phrog_36626	#c9c9c9	NA	unknown function
phrog_36627	#c9c9c9	NA	unknown function
phrog_36628	#c9c9c9	NA	unknown function
phrog_36629	#c9c9c9	NA	unknown function
phrog_36630	#c9c9c9	NA	unknown function
phrog_36631	#c9c9c9	NA	unknown function
phrog_36632	#c9c9c9	NA	unknown function
phrog_36633	#c9c9c9	NA	unknown function
phrog_36634	#c9c9c9	NA	unknown function
phrog_36635	#c9c9c9	NA	unknown function
phrog_36636	#c9c9c9	NA	unknown function
phrog_36637	#c9c9c9	NA	unknown function
phrog_36638	#c9c9c9	NA	unknown function
phrog_36639	#c9c9c9	NA	unknown function
phrog_36640	#c9c9c9	NA	unknown function
phrog_36641	#c9c9c9	NA	unknown function
phrog_36642	#c9c9c9	NA	unknown function
phrog_36643	#c9c9c9	NA	unknown function
phrog_36644	#c9c9c9	NA	unknown function
phrog_36645	#c9c9c9	NA	unknown function
phrog_36646	#ffdf59	restriction endonuclease II	DNA, RNA and nucleotide metabolism
phrog_36647	#c9c9c9	NA	unknown function
phrog_36648	#c9c9c9	NA	unknown function
phrog_36649	#c9c9c9	NA	unknown function
phrog_36650	#c9c9c9	NA	unknown function
phrog_36651	#c9c9c9	NA	unknown function
phrog_36652	#c9c9c9	NA	unknown function
phrog_36653	#ff59f5	anti-restriction protein	moron, auxiliary metabolic gene and host takeover
phrog_36654	#c9c9c9	NA	unknown function
phrog_36655	#c9c9c9	NA	unknown function
phrog_36656	#c9c9c9	NA	unknown function
phrog_36657	#c9c9c9	NA	unknown function
phrog_36658	#c9c9c9	NA	unknown function
phrog_36659	#c9c9c9	NA	unknown function
phrog_36660	#c9c9c9	NA	unknown function
phrog_36661	#c9c9c9	NA	unknown function
phrog_36662	#c9c9c9	NA	unknown function
phrog_36663	#c9c9c9	NA	unknown function
phrog_36664	#c9c9c9	NA	unknown function
phrog_36665	#c9c9c9	NA	unknown function
phrog_36666	#c9c9c9	NA	unknown function
phrog_36667	#c9c9c9	NA	unknown function
phrog_36668	#c9c9c9	NA	unknown function
phrog_36669	#c9c9c9	NA	unknown function
phrog_36670	#c9c9c9	NA	unknown function
phrog_36671	#c9c9c9	NA	unknown function
phrog_36672	#c9c9c9	NA	unknown function
phrog_36673	#c9c9c9	NA	unknown function
phrog_36674	#c9c9c9	NA	unknown function
phrog_36675	#c9c9c9	NA	unknown function
phrog_36676	#c9c9c9	NA	unknown function
phrog_36677	#c9c9c9	NA	unknown function
phrog_36678	#c9c9c9	NA	unknown function
phrog_36679	#c9c9c9	NA	unknown function
phrog_36680	#c9c9c9	NA	unknown function
phrog_36681	#c9c9c9	NA	unknown function
phrog_36682	#c9c9c9	NA	unknown function
phrog_36683	#c9c9c9	NA	unknown function
phrog_36684	#c9c9c9	NA	unknown function
phrog_36685	#c9c9c9	NA	unknown function
phrog_36686	#c9c9c9	NA	unknown function
phrog_36687	#c9c9c9	NA	unknown function
phrog_36688	#07e9a2	tail length tape measure protein	tail
phrog_36689	#c9c9c9	NA	unknown function
phrog_36690	#c9c9c9	NA	unknown function
phrog_36691	#c9c9c9	NA	unknown function
phrog_36692	#c9c9c9	NA	unknown function
phrog_36693	#c9c9c9	NA	unknown function
phrog_36694	#c9c9c9	NA	unknown function
phrog_36695	#3e83f6	virion structural protein	head and packaging
phrog_36696	#c9c9c9	NA	unknown function
phrog_36697	#c9c9c9	NA	unknown function
phrog_36698	#c9c9c9	NA	unknown function
phrog_36699	#c9c9c9	NA	unknown function
phrog_36700	#c9c9c9	NA	unknown function
phrog_36701	#c9c9c9	NA	unknown function
phrog_36702	#c9c9c9	NA	unknown function
phrog_36703	#c9c9c9	NA	unknown function
phrog_36704	#c9c9c9	NA	unknown function
phrog_36705	#c9c9c9	NA	unknown function
phrog_36706	#c9c9c9	NA	unknown function
phrog_36707	#07e9a2	tail fiber protein	tail
phrog_36708	#c9c9c9	NA	unknown function
phrog_36709	#c9c9c9	NA	unknown function
phrog_36710	#c9c9c9	NA	unknown function
phrog_36711	#c9c9c9	NA	unknown function
phrog_36712	#c9c9c9	NA	unknown function
phrog_36713	#c9c9c9	NA	unknown function
phrog_36714	#c9c9c9	NA	unknown function
phrog_36715	#c9c9c9	NA	unknown function
phrog_36716	#c9c9c9	NA	unknown function
phrog_36717	#c9c9c9	NA	unknown function
phrog_36718	#c9c9c9	NA	unknown function
phrog_36719	#c9c9c9	NA	unknown function
phrog_36720	#c9c9c9	NA	unknown function
phrog_36721	#c9c9c9	NA	unknown function
phrog_36722	#c9c9c9	NA	unknown function
phrog_36723	#c9c9c9	NA	unknown function
phrog_36724	#c9c9c9	NA	unknown function
phrog_36725	#c9c9c9	NA	unknown function
phrog_36726	#c9c9c9	NA	unknown function
phrog_36727	#c9c9c9	NA	unknown function
phrog_36728	#c9c9c9	NA	unknown function
phrog_36729	#c9c9c9	NA	unknown function
phrog_36730	#c9c9c9	NA	unknown function
phrog_36731	#c9c9c9	NA	unknown function
phrog_36732	#c9c9c9	NA	unknown function
phrog_36733	#c9c9c9	NA	unknown function
phrog_36734	#c9c9c9	NA	unknown function
phrog_36735	#c9c9c9	NA	unknown function
phrog_36736	#c9c9c9	NA	unknown function
phrog_36737	#c9c9c9	NA	unknown function
phrog_36738	#c9c9c9	NA	unknown function
phrog_36739	#c9c9c9	NA	unknown function
phrog_36740	#c9c9c9	NA	unknown function
phrog_36741	#c9c9c9	NA	unknown function
phrog_36742	#c9c9c9	NA	unknown function
phrog_36743	#c9c9c9	NA	unknown function
phrog_36744	#c9c9c9	NA	unknown function
phrog_36745	#c9c9c9	NA	unknown function
phrog_36746	#ff59f5	antitoxin from a toxin-antitoxin system	moron, auxiliary metabolic gene and host takeover
phrog_36747	#c9c9c9	NA	unknown function
phrog_36748	#c9c9c9	NA	unknown function
phrog_36749	#c9c9c9	NA	unknown function
phrog_36750	#c9c9c9	NA	unknown function
phrog_36751	#07e9a2	minor tail protein	tail
phrog_36752	#c9c9c9	NA	unknown function
phrog_36753	#c9c9c9	NA	unknown function
phrog_36754	#c9c9c9	NA	unknown function
phrog_36755	#ffdf59	uracil-DNA glycosylase	DNA, RNA and nucleotide metabolism
phrog_36756	#c9c9c9	NA	unknown function
phrog_36757	#c9c9c9	NA	unknown function
phrog_36758	#c9c9c9	NA	unknown function
phrog_36759	#c9c9c9	NA	unknown function
phrog_36760	#c9c9c9	NA	unknown function
phrog_36761	#c9c9c9	NA	unknown function
phrog_36762	#c9c9c9	NA	unknown function
phrog_36763	#c9c9c9	NA	unknown function
phrog_36764	#c9c9c9	NA	unknown function
phrog_36765	#c9c9c9	NA	unknown function
phrog_36766	#c9c9c9	NA	unknown function
phrog_36767	#c9c9c9	NA	unknown function
phrog_36768	#c9c9c9	NA	unknown function
phrog_36769	#c9c9c9	NA	unknown function
phrog_36770	#c9c9c9	NA	unknown function
phrog_36771	#c9c9c9	NA	unknown function
phrog_36772	#c9c9c9	NA	unknown function
phrog_36773	#c9c9c9	NA	unknown function
phrog_36774	#c9c9c9	NA	unknown function
phrog_36775	#c9c9c9	NA	unknown function
phrog_36776	#c9c9c9	NA	unknown function
phrog_36777	#c9c9c9	NA	unknown function
phrog_36778	#c9c9c9	NA	unknown function
